Postal Code,Borough,Neighbourhood,Latitude,Longitude,Amphitheater,Aquarium,Arcade,Art Gallery,Bowling Alley,Casino,Circus,Comedy Club,Concert Hall,Country Dance Club,Disc Golf,Escape Room,Exhibit,General Entertainment,Go Kart Track,Historic Site,Karaoke Box,Laser Tag,Memorial Site,Mini Golf,Movie Theater,Museum,Music Venue,Pachinko Parlor,Performing Arts Venue,Pool Hall,Public Art,Racecourse,Racetrack,Roller Rink,Salsa Club,Samba School,Stadium,Theme Park,Tour Provider,VR Cafe,Water Park,Zoo,College Academic Building,College Administrative Building,College Auditorium,College Bookstore,College Cafeteria,College Classroom,College Gym,College Lab,College Library,College Quad,College Rec Center,College Residence Hall,College Stadium,College Theater,Community College,Fraternity House,General College & University,Law School,Medical School,Sorority House,Student Center,Trade School,University,Christmas Market,Conference,Convention,Festival,Line / Queue,Music Festival,Other Event,Parade,Sporting Event,Stoop Sale,Street Fair,Trade Fair,Afghan Restaurant,African Restaurant,American Restaurant,Armenian Restaurant,Asian Restaurant,Australian Restaurant,Austrian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bangladeshi Restaurant,Belgian Restaurant,Bistro,Breakfast Spot,Bubble Tea Shop,Buffet,Burger Joint,Cafeteria,Café,Cajun / Creole Restaurant,Caribbean Restaurant,Caucasian Restaurant,Coffee Shop,Comfort Food Restaurant,Creperie,Czech Restaurant,Deli / Bodega,Dessert Shop,Diner,Donut Shop,Dumpling Restaurant,Dutch Restaurant,Eastern European Restaurant,English Restaurant,Falafel Restaurant,Fast Food Restaurant,Fish & Chips Shop,Fondue Restaurant,Food Court,Food Stand,Food Truck,French Restaurant,Fried Chicken Joint,Friterie,Gastropub,German Restaurant,Gluten-free Restaurant,Greek Restaurant,Halal Restaurant,Hawaiian Restaurant,Hot Dog Joint,Hungarian Restaurant,Indian Restaurant,Irish Pub,Italian Restaurant,Jewish Restaurant,Juice Bar,Kebab Restaurant,Latin American Restaurant,Mac & Cheese Joint,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,Modern European Restaurant,Molecular Gastronomy Restaurant,Pakistani Restaurant,Pet Café,Pizza Place,Polish Restaurant,Portuguese Restaurant,Poutine Place,Restaurant,Russian Restaurant,Salad Place,Sandwich Place,Scandinavian Restaurant,Scottish Restaurant,Seafood Restaurant,Slovak Restaurant,Snack Place,Soup Place,Southern / Soul Food Restaurant,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Swiss Restaurant,Tea Room,Theme Restaurant,Turkish Restaurant,Ukrainian Restaurant,Vegetarian / Vegan Restaurant,Wings Joint,Bar,Brewery,Lounge,Night Market,Nightclub,Other Nightlife,Strip Club,Athletics & Sports,Bathing Area,Bay,Beach,Bike Trail,Boat Launch,Botanical Garden,Bridge,Campground,Canal Lock,Canal,Castle,Cave,Cemetery,Dam,Dive Spot,Dog Run,Farm,Field,Fishing Spot,Forest,Fountain,Garden,Gun Range,Harbor / Marina,Hill,Hot Spring,Indoor Play Area,Island,Lake,Lighthouse,Mountain Hut,Mountain,National Park,Nature Preserve,Other Great Outdoors,Palace,Park,Pedestrian Plaza,Picnic Area,Picnic Shelter,Playground,Plaza,Pool,Rafting,Recreation Center,Reservoir,River,Rock Climbing Spot,Roof Deck,Scenic Lookout,Sculpture Garden,Ski Area,Skydiving Drop Zone,Stables,State / Provincial Park,States & Municipalities,Summer Camp,Trail,Tree,Vineyard,Volcano,Waterfall,Waterfront,Well,Windmill,Animal Shelter,Architecture Firm,Art Studio,Auditorium,Ballroom,Building,Business Center,Cidery,Club House,Community Center,Convention Center,Cultural Center,Distillery,Distribution Center,Event Space,Factory,Fair,Funeral Home,Government Building,Industrial Estate,Library,Meadery,Medical Center,Military Base,Non-Profit,Observatory,Office,Parking,Post Office,Power Plant,Prison,Radio Station,Recruiting Agency,Research Laboratory,Research Station,School,Social Club,Spiritual Center,TV Station,Voting Booth,Warehouse,Waste Facility,Wedding Hall,Winery,Assisted Living,Home (private),Housing Development,Residential Building (Apartment / Condo),Trailer Park,ATM,Adult Boutique,Antique Shop,Arts & Crafts Store,Astrologer,Auto Dealership,Auto Garage,Auto Workshop,Automotive Shop,Baby Store,Bank,Bath House,Batik Shop,Betting Shop,Big Box Store,Bike Shop,Board Shop,Bookstore,Bridal Shop,Business Service,Camera Store,Candy Store,Car Wash,Carpet Store,Check Cashing Service,Child Care Service,Chocolate Shop,Clothing Store,Comic Shop,Construction & Landscaping,Convenience Store,Cosmetics Shop,Costume Shop,Credit Union,Currency Exchange,Department Store,Design Studio,Discount Store,Dive Shop,Drugstore,Dry Cleaner,EV Charging Station,Electronics Store,Entertainment Service,Event Service,Fabric Shop,Film Studio,Financial or Legal Service,Fireworks Store,Fishing Store,Flea Market,Floating Market,Flower Shop,Food & Drink Shop,Frame Store,Fruit & Vegetable Store,Furniture / Home Store,Gaming Cafe,Garden Center,Gas Station,Gift Shop,Gun Shop,Hardware Store,Health & Beauty Service,Herbs & Spices Store,Hobby Shop,Home Service,Hunting Supply,IT Services,Insurance Office,Internet Cafe,Jewelry Store,Kitchen Supply Store,Knitting Store,Laundromat,Laundry Service,Lawyer,Leather Goods Store,Locksmith,Lottery Retailer,Luggage Store,Marijuana Dispensary,Market,Massage Studio,Mattress Store,Medical Supply Store,Miscellaneous Shop,Mobile Phone Shop,Mobility Store,Motorcycle Shop,Motorsports Shop,Music Store,Nail Salon,Newsagent,Newsstand,Notary,Optical Shop,Other Repair Shop,Outdoor Supply Store,Outlet Mall,Outlet Store,Paper / Office Supplies Store,Pawn Shop,Perfume Shop,Pet Service,Pet Store,Pharmacy,Photography Lab,Photography Studio,Piercing Parlor,Pop-Up Shop,Print Shop,Public Bathroom,Real Estate Office,Record Shop,Recording Studio,Recycling Facility,Rental Service,Salon / Barbershop,Sauna / Steam Room,Shipping Store,Shoe Repair,Shopping Mall,Shopping Plaza,Skate Shop,Ski Shop,Smoke Shop,Smoothie Shop,Souvenir Shop,Spa,Sporting Goods Shop,Stationery Store,Storage Facility,Supplement Shop,Tailor Shop,Tanning Salon,Tattoo Parlor,Thrift / Vintage Store,Toy / Game Store,Travel Agency,Used Bookstore,Vape Store,Vehicle Inspection Station,Video Game Store,Video Store,Warehouse Store,Watch Shop,Airport,Baggage Locker,Bike Rental / Bike Share,Boat Rental,Boat or Ferry,Border Crossing,Bus Station,Bus Stop,Cable Car,Cruise Ship,Duty-free Shop,General Travel,Heliport,Hotel,Intersection,Light Rail Station,Marine Terminal,Metro Station,Moving Target,Pier,Port,RV Park,Rental Car Location,Rest Area,Road,Taxi Stand,Taxi,Toll Booth,Toll Plaza,Tourist Information Center,Train Station,Tram Station,Transportation Service,Travel Lounge,Truck Stop,Tunnel
M5H,Downtown Toronto,"Richmond, Adelaide, King",43.6496,-79.3833,0,10,12,44,2,6,1,12,24,0,0,2,5,45,0,15,0,0,0,2,42,16,40,0,47,9,31,1,7,0,0,0,31,5,2,0,5,2,48,21,23,5,6,26,5,38,10,2,2,3,0,1,3,4,24,1,4,0,22,12,32,0,1,1,1,0,1,4,0,2,0,0,0,1,3,47,0,50,4,0,21,18,46,0,1,13,50,30,1,34,11,49,3,15,0,50,4,3,0,47,47,15,7,7,0,2,2,15,48,2,0,50,8,47,13,12,0,21,3,9,31,5,7,50,0,43,4,50,0,41,2,6,0,38,49,47,3,1,1,0,44,1,1,3,47,0,50,49,0,0,17,0,24,10,3,12,2,19,0,22,3,3,0,32,7,50,13,49,0,50,29,6,43,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,14,3,4,0,0,2,17,0,6,0,4,2,0,1,0,0,1,0,0,44,0,33,2,0,0,7,21,21,0,3,0,0,0,5,27,19,4,0,0,0,2,1,3,0,1,0,0,0,1,0,3,0,1,11,4,46,6,0,5,4,49,1,0,3,48,2,1,1,50,0,13,0,48,7,39,0,48,48,24,0,0,6,10,0,2,35,3,46,7,5,2,2,0,5,3,0,9,48,2,26,1,7,28,1,1,0,0,6,0,44,1,0,0,0,5,5,32,9,15,8,16,5,0,1,0,13,49,1,1,50,50,1,6,12,18,41,8,1,1,3,3,41,0,1,1,1,9,0,1,3,0,16,44,2,4,42,4,1,8,43,0,8,28,0,11,2,1,12,3,0,36,3,0,0,45,6,5,1,0,10,5,15,19,3,1,42,37,1,0,0,8,31,0,18,0,47,2,3,0,0,33,2,2,3,10,47,12,5,1,15,16,5,9,8,3,0,4,45,0,10,5,15,0,0,0,21,11,2,46,39,5,3,2,11,9,12,13,15,19,0,3,0,16,3,0,4,0,0,50,0,12,0,50,29,2,0,0,43,0,48,0,48,0,10,40,2,0,0,43,0,1,2,1,0,0,7,31,5,4,9,0,0
M6H,West Toronto,"Dufferin, Dovercourt Village",43.6655,-79.4378,0,0,0,24,0,2,1,5,0,0,0,0,0,15,0,1,0,0,0,0,7,0,17,0,18,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,1,0,0,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,28,0,0,8,1,20,0,0,2,1,1,0,4,0,39,0,8,0,26,1,0,0,1,16,5,1,0,0,0,0,1,13,0,0,1,0,2,1,3,0,1,0,0,4,1,0,3,0,5,0,6,0,6,0,7,0,4,9,7,1,0,0,0,13,0,9,0,23,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,31,6,8,0,4,4,5,45,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,11,0,21,0,0,0,7,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,33,1,0,0,3,1,0,1,1,12,9,0,0,4,0,1,0,41,1,4,0,46,3,6,0,0,1,0,0,0,28,0,23,1,1,2,0,0,2,1,0,5,40,0,2,1,8,7,1,0,1,1,15,4,10,0,0,0,1,9,2,5,2,4,5,4,0,0,0,1,0,47,0,1,32,14,0,0,0,4,12,2,0,0,0,0,19,1,1,1,2,2,0,0,2,0,5,39,0,0,17,0,4,5,11,0,7,7,0,4,2,0,2,0,3,6,0,0,1,17,1,1,0,0,2,1,3,2,2,0,28,10,1,1,0,5,3,0,0,0,5,3,0,0,1,3,0,0,4,5,10,8,5,0,0,1,0,0,1,1,0,1,30,0,0,0,4,0,0,0,6,1,0,4,5,0,2,1,3,0,12,13,5,1,0,0,0,2,2,2,0,0,0,0,0,0,0,11,7,0,0,0,1,0,8,0,4,0,8,9,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
M1J,Scarborough,Scarborough Village,43.7464,-79.2323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0,0,0,4,2,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,8,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,12,0,1,0,0,1,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,1,2,0,8,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,8,0,1,7,3,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M2J,North York,"Fairview, Henry Farm, Oriole",43.7801,-79.3479,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,2,7,0,0,0,1,2,0,2,0,8,1,3,0,9,0,0,0,2,8,0,0,0,0,0,0,0,13,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1,0,2,3,1,0,0,0,0,2,0,0,0,13,0,1,5,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,4,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,1,0,0,0,1,1,2,0,1,2,0,1,0,39,0,2,0,25,3,2,0,0,0,0,1,0,11,1,5,0,0,0,0,0,0,0,0,2,41,0,3,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,3,1,1,3,0,0,1,2,49,0,0,14,19,0,0,0,5,1,2,0,0,0,1,13,0,0,0,0,3,0,0,0,0,2,10,0,1,4,2,0,4,9,0,0,3,0,1,0,0,2,0,0,10,2,0,0,2,2,1,0,0,2,0,0,0,1,0,8,12,0,0,0,0,2,0,1,0,5,1,1,0,0,0,0,2,0,0,4,7,1,1,0,0,0,2,1,0,0,0,13,0,0,0,5,0,0,0,0,1,0,3,6,0,0,1,2,0,0,1,3,2,0,0,0,3,1,0,0,0,0,0,0,0,0,12,11,0,0,0,3,0,1,0,0,0,3,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
M3J,North York,"Northwood Park, York University",43.7694,-79.4921,0,0,0,2,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,39,6,4,4,6,30,2,15,7,4,4,14,1,3,2,5,9,1,0,0,17,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,22,0,0,2,3,2,0,0,1,0,5,0,2,3,13,0,7,0,12,0,0,0,1,4,0,0,1,0,1,0,2,14,0,0,1,0,1,0,3,0,0,0,1,3,1,0,3,0,5,0,2,1,5,0,1,0,2,4,6,2,0,0,0,11,0,0,0,15,0,1,9,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,10,0,3,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,0,0,0,2,5,0,0,4,0,0,0,18,0,2,0,29,4,1,0,0,3,0,0,0,5,1,10,1,0,0,0,0,0,0,0,5,14,0,2,1,0,1,0,7,2,2,29,0,8,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,0,0,8,9,1,1,0,0,5,1,0,1,1,0,3,0,0,0,0,1,0,0,0,0,2,10,1,0,8,0,0,9,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,0,1,6,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,0,0,3,0,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,0,0,0,3,0,6,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
M4J,East York,"East Toronto, Broadview North (Old East York)",43.6872,-79.3368,0,0,2,1,2,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,1,0,3,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,1,1,0,0,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,28,0,0,3,0,12,0,0,0,4,0,0,6,1,29,0,4,0,21,0,0,0,3,8,3,2,1,1,0,0,1,13,2,0,1,0,0,0,2,0,5,0,0,20,1,0,0,0,4,0,4,0,1,0,4,0,6,4,9,0,0,0,0,12,0,0,0,17,0,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,1,1,30,2,8,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,9,0,0,0,3,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,1,0,0,1,3,0,0,1,5,0,3,0,41,0,4,0,19,4,2,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,3,8,1,2,0,1,1,0,0,1,0,5,1,9,0,0,0,0,4,0,4,0,2,0,1,0,0,1,1,0,11,0,0,16,7,0,0,0,0,1,2,0,0,0,0,6,0,0,1,0,2,0,0,0,0,7,29,1,3,7,0,0,4,3,0,1,2,0,0,1,0,0,0,0,2,0,0,0,11,2,0,0,0,0,1,2,2,1,0,10,3,0,0,0,3,7,0,1,0,3,1,0,0,0,0,0,0,3,2,7,0,0,0,0,1,0,0,1,0,0,0,28,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,1,0,0,2,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,7,7,0,0,0,0,0,2,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
M5J,Downtown Toronto,"Harbourfront East, Union Station, Toronto Islands",43.62300000000001,-79.3936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
M6J,West Toronto,"Little Portugal, Trinity",43.648,-79.4177,0,1,4,47,0,0,2,5,10,0,0,1,0,38,0,6,0,0,0,0,4,0,26,0,16,6,12,0,0,0,1,0,1,1,1,0,1,0,3,1,0,0,0,5,4,1,0,1,0,0,0,1,0,3,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,49,0,0,12,2,37,0,0,3,16,2,0,15,0,50,0,9,0,50,7,0,0,11,38,10,2,2,0,0,0,6,17,1,0,1,1,4,16,5,0,15,1,1,6,1,1,6,0,10,0,33,0,10,0,12,1,3,28,17,0,1,1,0,28,1,14,3,44,0,2,22,0,1,5,0,8,1,5,8,0,1,0,3,1,2,0,17,3,50,4,44,0,33,12,5,46,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,8,0,1,0,0,0,7,0,0,0,1,0,0,0,4,0,1,0,0,12,0,21,0,0,0,10,2,5,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,47,2,0,2,3,4,1,0,2,32,3,1,1,9,0,2,0,42,2,5,0,45,17,9,0,0,2,0,0,0,26,1,22,0,3,0,0,0,3,3,0,12,46,1,8,4,10,19,0,0,2,0,15,1,25,0,0,0,0,17,1,11,3,5,2,4,0,0,1,3,0,48,2,1,40,31,0,2,1,3,44,1,0,2,5,0,9,1,1,1,2,5,0,0,2,0,15,44,0,2,48,2,1,5,14,0,10,17,0,7,1,0,0,0,1,15,2,0,1,19,2,1,0,0,2,6,6,5,5,0,36,8,0,1,0,7,31,0,2,0,17,0,0,0,0,8,0,1,8,10,28,9,2,0,6,1,2,5,14,4,1,0,50,0,2,1,3,0,0,0,5,2,1,36,3,1,1,3,6,2,22,17,3,7,0,0,0,1,6,2,1,0,0,9,0,1,0,10,20,0,0,0,3,0,16,0,28,0,0,4,0,0,0,12,1,1,0,0,0,0,0,2,0,2,1,0,0
M1K,Scarborough,"Kennedy Park, Ionview, East Birchmount Park",43.7298,-79.2639,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,4,0,0,0,1,0,0,3,1,0,0,5,0,4,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,6,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,3,1,0,1,4,0,1,0,20,0,1,0,14,4,1,0,0,0,0,0,0,8,0,7,0,0,1,0,0,0,0,0,0,21,0,2,0,0,2,0,1,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,7,2,0,0,0,1,0,6,0,0,1,0,2,0,0,0,0,3,0,0,0,0,2,7,0,0,2,0,0,4,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,2,0,2,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
M2K,North York,Bayview Village,43.7797,-79.3813,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,1,0,0,1,0,7,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,45,0,1,0,7,1,1,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,1,13,0,3,1,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,46,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,3,4,0,0,5,0,0,0,0,2,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,3,0,0,0,2,0,1,0,0,1,0,1,1,2,6,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,1,0,0,1,0,0,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
